"id","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"1101",NA,NA,NA,NA,-45.839603661993,1.87796760723854,2.1197346794034,2.08604488687276,1.1588922238591,1.16789893829364,1.16135488232102,1.12463013246517,1.13015813738036,0.937583155796568,0.986578411116696,0.990032889580994,0.941332938565467,0.846662643492485,0.851519680687532,0.715306941381333,0.814481548287292,0.788950191110373,0.820776342081781,0.845736573169851,0.849743996749052,0.846473921098444,0.794646638096899,0.724014219382378,0.670394039330987,0.675697014532938,0.685442692696865,0.687188737407563,0.764126030242809,0.745388833429239,0.894572612665814,0.906724606726567,0.902368004087288,0.86651797212894,0.845219218314761,0.837245853369677,0.843599568249189,0.847661754685303,0.846837251431968,0.849085282151888,0.865217616689246,0.855919133216168,0.85792808652162,0.782500199438512,0.782478214542516,0.783134934202045,0.782225786610136,0.781588400929111,0.786329210174602,0.786648452116835,0.783155418598183,0.770581236657738,0.751025218861445,0.746822782924435,0.732565027259868,0.716508090164887,0.716048781286215,0.714061423338964,0.735066784427485,0.733769169512954,0.727304895120372,0.708076789835653,0.709054863997292,0.691555293276521,0.688756097866928,0.692187737588852,0.703750287910978,0.690358355923676,0.687674710268909,0.694912143670216,0.699522778293199,0.699737515642668,0.693128519122932,0.697635536484699,0.697157973939681,0.701300854955767,0.706140050772799,0.704098754800109,0.717075501127008,0.72180780615512,0.71712777456006,0.718608565534061,0.735101994269468,0.735449529938645,0.718115090474777,0.698056899311731,0.696076424764,0.692243102309761,0.690777560763046,0.690248290996428,0.689468786255167,0.691148274014814,0.689080122037804,0.691506367697385,0.696069630132231,0.694497573226319,0.693580853713518,0.693293755490046,0.693760471643083,0.689571646406722,0.690983952507456,0.6916421009145,0.687459701033567,0.68315005073756,0.680827339084348,0.670299690225221,0.676821766149189,0.676330698205805,0.662957395332297,0.660602637134624,0.660010868394414,0.660408280571073
"1102",NA,NA,NA,NA,-18.5832652573292,1.66312722626568,1.9407450547565,1.94549130375377,0.644980221818564,0.652892591985825,0.659933562635926,0.636453999555219,0.639317730995037,0.649713542555993,0.680894201115008,0.678256564502608,0.698368626334467,0.684907198148789,0.688428589753654,0.629079201220196,0.713823455446301,0.70070260274463,0.738863544099749,0.783964217687504,0.782105341943256,0.788693057618714,0.801836055169099,0.780577162749845,0.746051679011702,0.750465695384436,0.760723553563697,0.743185571862838,0.82186646066921,0.779469462807806,0.930138485820052,0.947544357069025,0.945421372252218,0.913044304132212,0.90857222956821,0.906408225172622,0.914042972891623,0.926911742807451,0.925274249036057,0.926882502947641,0.933775099669863,0.929721063240901,0.947219922863402,0.884850326584586,0.884508592117597,0.885415927451726,0.884093255583026,0.882997408585095,0.884802341835837,0.884279381332674,0.886696185720522,0.879610241574636,0.856340650497796,0.856208497986673,0.85832385456685,0.861463567079042,0.860310021420963,0.858440956167464,0.866138505316405,0.865864905715876,0.855902194574965,0.842397172243926,0.841872448357782,0.829791487290343,0.827892492349002,0.829614151341579,0.825977065342266,0.818732687420154,0.817519408495045,0.815632191234198,0.819275922619773,0.819665994290483,0.811991091335138,0.807430454572073,0.805294317333342,0.8011129580028,0.807065517356758,0.806293852562323,0.808314424326958,0.805058921687783,0.80478216454859,0.803833603512228,0.80996972199182,0.808105894247981,0.812119749765315,0.770639969802777,0.757942197495753,0.757447230864545,0.764152571303384,0.762340519145765,0.762564167162834,0.758434148878538,0.753738769844668,0.759266248795668,0.760774042929958,0.760844795065248,0.758821776713949,0.749094964554172,0.744273833703039,0.723750394539902,0.717995447623993,0.719175978861841,0.711632841500582,0.705481362404674,0.705689512217609,0.705646196844619,0.714276432051362,0.714352293075406,0.699543084549756,0.694591282083059,0.695705377259102,0.673051592249654
"1216",NA,NA,NA,NA,1.39737089100212,1.05860508045379,1.1935754808547,1.2016494946019,0.382218601320012,0.370893389710604,0.375019801683859,0.427066022446955,0.428952545222133,0.37283599714892,0.43513854522111,0.43656256050259,0.538261239034375,0.596656850905948,0.591495438832208,0.662008934561463,0.600057520535189,0.595304459063062,0.598835205641777,0.504727205685498,0.508499901179759,0.497182568593805,0.432809281121451,0.429853645005949,0.399636177810914,0.401758171895413,0.407390846487786,0.342828403280595,0.409378901518746,0.409106291478856,0.53496029901012,0.519616213028005,0.515318217812088,0.470969461435085,0.480407717742715,0.465760058275205,0.45213586825009,0.433340914319192,0.431779467450014,0.445634051596925,0.457011491435074,0.453735264754668,0.472263303562583,0.434116819152734,0.434101464859575,0.430675691426863,0.421217152887942,0.421319795244088,0.413425566193826,0.413877330589544,0.414014419159412,0.411872990555416,0.435038165289988,0.435025359946802,0.441313459612165,0.44336619005709,0.443543408072778,0.437358168852565,0.452844488782286,0.4521506293419,0.462511981039038,0.462604859962007,0.463229643268303,0.443896119941581,0.444813123958631,0.446320818190688,0.45366177170459,0.439737090079275,0.439609979526732,0.446353803935429,0.454934273003441,0.454641879803205,0.442892156175124,0.417567402774253,0.419827441412651,0.425664809080796,0.41896165085237,0.418074522085109,0.414917435427813,0.403832056788758,0.403882787617186,0.404680581620042,0.412846409002639,0.412832548003052,0.397098575425302,0.400274625067456,0.400287586709832,0.400702019105669,0.408711990628989,0.407644969427971,0.408195062228977,0.409023150583353,0.408089399670832,0.413090947529758,0.41776979410078,0.41751447758384,0.413316387237156,0.415075041850542,0.415315706592607,0.425703205917956,0.405185263435756,0.405162231796023,0.408902926281342,0.403807282647181,0.403887200675298,0.408130131024858,0.415343686353627,0.414945088319177,0.414133635244062,0.410685931394747,0.410962295606461,0.40964266668005
"1301",NA,NA,NA,NA,50.9210559007402,-0.655571203056425,-0.48154977088748,-0.485747892533666,-0.12400860372726,-0.120445902571665,-0.112094838532064,-0.0169714598990544,-0.0170575017120217,-0.119446169383609,-0.0943909819742972,-0.0937628289261599,0.00573575307437552,0.171410292399483,0.171775762620954,0.361877865543545,0.373126871177797,0.371264147971665,0.222415007353484,0.301106175644008,0.30105582778696,0.305898883728085,0.314032729109697,0.314362162039764,0.327470255123485,0.317037285714033,0.306927136166011,0.188206555487993,0.329063782151899,0.321113986174766,0.522991529610609,0.543349998391167,0.54347053747024,0.572188247944823,0.578912823639004,0.57152804655743,0.570509520998332,0.564433301893038,0.564735217091309,0.536473526966847,0.558507346614363,0.559563242096768,0.569164590624961,0.520464721186637,0.520415816338273,0.51915076382671,0.51683353711582,0.513127921836806,0.518536913514463,0.51659551973021,0.517481572562435,0.50859191113382,0.539059086484628,0.539110851362136,0.54431254989831,0.548485943483172,0.548382724582392,0.547501745256996,0.542080374611111,0.541571463758389,0.53696379584771,0.528705500767633,0.528787530586898,0.540975187251233,0.541690908028392,0.539384464346918,0.545246690868009,0.556352848990778,0.556333264759887,0.562855928264735,0.557243639237146,0.556317052017169,0.560041109384571,0.565807247294243,0.566738718340382,0.565582740798314,0.569635496269535,0.567727765191033,0.582736809397571,0.588395631730654,0.587518982151413,0.588607682683811,0.584881077465552,0.585978356722175,0.576573520257876,0.570490117800696,0.569674150064684,0.569714331417174,0.570252506110855,0.569829653470828,0.564299412926109,0.55960232960284,0.558600262485566,0.563119868107282,0.566807696598215,0.565227711891865,0.565729507285011,0.563907575226638,0.564167881401492,0.562681198676734,0.562179968094557,0.562051544157281,0.557598403549386,0.556756440531381,0.553170954226691,0.546290320914778,0.554547010631926,0.554292130211895,0.555068539731241,0.555370032342275,0.55611063896967,0.55524478687929
"1303",NA,NA,NA,NA,31.7256842325954,0.816086407514773,0.820118232663728,0.828751626510565,0.201250870901867,0.18717511996744,0.19059337912651,0.233488596059959,0.233960945243745,0.299872662945586,0.312614482695932,0.31195298940607,0.255560430945768,0.385598643986004,0.383809499371116,0.362799164368181,0.345651341933215,0.344001442632575,0.342145107663473,0.361686851882264,0.362972422317657,0.354424156860108,0.38012683851123,0.379542330004521,0.395689646757799,0.37930066410238,0.379278375496954,0.375007502668959,0.47108179478596,0.476830465198283,0.56931628931576,0.572329056414188,0.56748642188061,0.502336656775128,0.514251867289271,0.507423154963075,0.499754326253094,0.487047810160614,0.487305654343905,0.467245206814457,0.497523219601067,0.49827525770892,0.501921966643738,0.519752443899686,0.516005891786557,0.50826636584766,0.512590569199826,0.509039551159841,0.532910845467031,0.532412306465467,0.533985600643376,0.557778320077922,0.577179629830036,0.575770455667393,0.582833638194386,0.58775911809105,0.586474807033816,0.58649016928349,0.574526527359288,0.574430015220146,0.569346397027404,0.568066994590574,0.567093631951505,0.58741155397258,0.589386270282049,0.591313314304603,0.587767654602823,0.604722716561268,0.604723338159901,0.598038145035486,0.605255828507781,0.605553180708478,0.606103424322899,0.615211169484685,0.618645556631988,0.635758753688463,0.63740153980768,0.633693480551114,0.653689772908269,0.665649308147203,0.665254153369607,0.664830799437918,0.671547729330643,0.671539959926537,0.680751267019091,0.677112724643139,0.676437024652824,0.677012812339804,0.676978413472293,0.676925866991422,0.676055084328941,0.675385838713251,0.674321756306463,0.668814053861959,0.663783690650685,0.661937011094886,0.663158368900706,0.661331466512856,0.661112175918983,0.655712887149652,0.658373290191231,0.659454249918568,0.653715185485193,0.649294034257283,0.649494235749913,0.646104710952073,0.643345095745851,0.643471033577407,0.644895606090823,0.643798244748385,0.644842620161307,0.643915770710907
"1326",NA,NA,NA,NA,18.6681960307209,1.06547308355099,1.20584125162484,1.21088093487937,0.509947077712817,0.51668133938071,0.530532954701129,0.610080966929527,0.6133476556011,0.181482313010189,0.207979923114715,0.208210644997977,0.191459684919645,0.355995184397584,0.357991564543627,0.479044075422934,0.476646654588474,0.481598605692783,0.379216053728585,0.430681263706747,0.431720406032878,0.423796495278688,0.493186438604362,0.489124207952672,0.469729623158406,0.463678712315657,0.465763066733399,0.432716221033215,0.52596875992913,0.520821763810338,0.589813569117557,0.624213218327797,0.624417952830938,0.623444657853378,0.628669703658043,0.622406394331666,0.625122578939262,0.60684712569076,0.606172579649221,0.577511654738913,0.587612700766032,0.589029183726093,0.614172134791466,0.602606461057934,0.598271724083495,0.594140790489452,0.595557638911222,0.585668846834402,0.599468391686871,0.598919029676633,0.600430277167126,0.59874729316822,0.597274047972114,0.597327558927678,0.600689894897524,0.606159243705466,0.606277605698042,0.603346077809,0.59780399319565,0.594966426810486,0.589316618231804,0.586419369198145,0.586246109711473,0.589488782297355,0.590154918379603,0.591813034475291,0.590378102477933,0.579419221052068,0.576911186099799,0.58497759176676,0.591107039108266,0.591384367732173,0.591655241764719,0.599912030465344,0.602960265746424,0.598346858291771,0.601624407501201,0.599648805184737,0.610684213363825,0.622121323472735,0.621399679999903,0.621174539986246,0.6202424646169,0.619151457241295,0.61741114385044,0.609881541377303,0.609273030389398,0.608249325593324,0.610607247725449,0.610574117902048,0.60476212243683,0.602884544665562,0.600985219559596,0.604714539753347,0.605797989644088,0.604242544809719,0.603549608898974,0.602024632936051,0.602088514717107,0.602036207737586,0.600797961400822,0.600789822467178,0.592711226791653,0.592211107891696,0.585348824660138,0.574566973216063,0.585052001678396,0.584755076901341,0.584919951281726,0.58668516206266,0.587343684529476,0.586642761750471
"1402",NA,NA,NA,NA,53.0463080812994,-0.075158291202967,-0.0878189697457844,-0.0797650159594485,0.120743281912668,0.119111748085841,0.123211547398921,0.0604763274651535,0.0608246600644826,0.504322859158786,0.518214835585057,0.517679045760818,0.545880371564119,0.63584079949051,0.638688417729299,0.564978761787855,0.563538407728418,0.552668933592328,0.579610998156903,0.563558203208565,0.563672261382384,0.573406891351801,0.602234188010268,0.599337229420082,0.585906479170045,0.586720428951828,0.592400417814242,0.54325023598638,0.626231786108561,0.594959138715095,0.75155771099401,0.769970944816347,0.768012094317522,0.729776206395262,0.7217557145645,0.708778169694844,0.713000174911064,0.676659092020656,0.676333320365263,0.652497185376222,0.656959972129642,0.657564840383132,0.687969016366506,0.714054799797941,0.710388131320707,0.718824993016032,0.716202933478091,0.709821417029354,0.716295806310041,0.716156138328431,0.718487038328724,0.701805630387625,0.695694744009547,0.695807013178633,0.690502734486211,0.689936703839559,0.690142490454564,0.682780258800537,0.689306291085562,0.689593853480611,0.692519057834477,0.688646421803097,0.689099419999351,0.664770496928229,0.666375069838242,0.669743136595604,0.668184832700227,0.640319379901039,0.640320284847207,0.638626941422841,0.638150919597876,0.63808187638612,0.638772660075562,0.635962776211062,0.637973041997974,0.636755624621726,0.642274628881103,0.642083401538724,0.637110793562716,0.644032652622447,0.643098462558009,0.641009791341062,0.648397250482887,0.649055172841537,0.66148427040891,0.653637303743111,0.652852133252689,0.650295667755387,0.658337135358703,0.658283677397669,0.657830578486214,0.659481942734935,0.659449734680144,0.659254993573547,0.656707918575053,0.654279842139338,0.652231945127548,0.648394925521245,0.648842384968254,0.637991371850625,0.638771623169945,0.640433445382775,0.640924462498916,0.646982106159137,0.64664268389844,0.6329401087565,0.627314597079726,0.627572545060774,0.623855055697512,0.614645509629001,0.615602420041445,0.605794578070877
"2002",NA,NA,NA,NA,0.323284660986349,0.481349522435974,0.591478798104316,0.396317990987305,1.34089833022876,1.33959642713678,1.36244290206875,1.38822514416841,1.37233794896966,0.910770747485374,0.925108806060817,0.927478595610166,0.968348836043939,1.01637091221854,1.01039154934947,0.862633959834683,0.848909291256569,0.851628031681575,0.880667638939141,0.855783888235311,0.853786753498651,0.848485972263625,0.785626004739716,0.783818784097925,0.749552082600816,0.744306056035759,0.754672710999541,0.826107950462582,0.743087360806714,0.745427955871684,0.70196822257911,0.689600904728648,0.688166067867613,0.71902230513657,0.74160679349907,0.742881725628812,0.746460559357282,0.725981621866506,0.725956768129774,0.72821377223291,0.735847994249337,0.734842178325162,0.758392840405023,0.772402020844991,0.77159571622867,0.771986644204898,0.771318007108012,0.764163518163104,0.767287197858175,0.765141627486597,0.762720884586915,0.742265542085195,0.733952639444006,0.733317262065932,0.718114637953154,0.715489349101961,0.709338163500956,0.707479855182439,0.697535559963807,0.697613516646227,0.697738320339631,0.68385150531253,0.684396806789461,0.673550877801997,0.670680106348373,0.676908323499648,0.665981430157692,0.65063613876642,0.650645634130726,0.657781116167135,0.64852567818786,0.648613562341624,0.643348060113778,0.643028250805709,0.644265968496365,0.655296118096998,0.629081573465604,0.628542226253489,0.634597998351838,0.641806683651234,0.64148290488756,0.642374044191749,0.663196645722297,0.654885559178663,0.667949714244083,0.626479789328668,0.625652504225693,0.620076628282377,0.628297920185657,0.628286384800556,0.627927028606945,0.60728890344984,0.606715700841034,0.611123018896451,0.61179231281212,0.610620551205312,0.606279243236986,0.610355628725601,0.610518320818192,0.600547515344476,0.600669905366278,0.599682528711582,0.60043907851806,0.597178299451474,0.597317124249731,0.594222284996148,0.595412970169125,0.593104795655292,0.589999989265513,0.589720929054529,0.590396995785677,0.586821954608775
"2105",NA,NA,NA,NA,-28.5070047636918,1.81037091387669,2.06364536157997,2.0480267589448,1.27617645898887,1.28811156206265,1.31009993976223,1.31394962250786,1.30232548109413,0.773840590904597,0.818687577091453,0.821439985851142,0.856880017433758,0.879874699467332,0.876960939673886,0.740610996954792,0.80092636053058,0.810209044982807,0.777375304333788,0.752356067215993,0.754876079117896,0.740868153603943,0.664802036612789,0.660220923666202,0.639164944237211,0.637519871729229,0.645848129743698,0.663997364248131,0.701036744948704,0.710717730006223,0.705958492095298,0.711434783666625,0.710740406020411,0.718606480683412,0.710658344061506,0.710916359643247,0.718422044047027,0.705460820786154,0.705837286556322,0.705490936695559,0.708300949977479,0.709910379143198,0.701839137644905,0.673413486189939,0.673105159830806,0.673951630427883,0.671915268527226,0.670557380060479,0.666465932743595,0.656574716663686,0.658602760593863,0.665254901846721,0.682164414594661,0.681690575472763,0.680139462452156,0.676674463802371,0.676416533546037,0.676233613212911,0.675024877227501,0.672965217985116,0.67766390717948,0.653051639852058,0.649846052539066,0.623099111842687,0.619949401174297,0.624139431592488,0.628045437807958,0.614567955289369,0.61454883409078,0.610154861032933,0.602971632067542,0.600379331296882,0.605472171976131,0.600504314422452,0.602184285494703,0.60984898725522,0.605984250439382,0.606004115402596,0.607625560800174,0.618107210852276,0.617120428312978,0.617897246523598,0.628115376920436,0.62637486223162,0.623947501311074,0.61652299901704,0.616439821603645,0.617307595314346,0.616996307644752,0.616044431468227,0.615100132211081,0.612404757559452,0.612507901098872,0.610043724607524,0.610295829530954,0.60855165737916,0.608994459719391,0.607013405351855,0.606925950354587,0.612371238944897,0.613178647230627,0.614546061241589,0.605876001975469,0.605835495990389,0.606011490907893,0.594917245056213,0.589892326299799,0.586868774369652,0.582835442321093,0.575353908114771,0.576091435077126,0.576061539111115
"2301",NA,NA,NA,NA,14.0365903823892,1.01945228389125,1.18227734909074,0.703364327809078,1.32414861109852,1.3178647042701,1.35470591082828,1.23859543392868,1.23626738860193,0.983330467999691,1.03489156675109,1.03455477216999,1.02905659867168,1.06548286772909,1.06169122593985,0.98406440676593,1.06892296052046,1.07947841146321,1.04265830856614,1.02698573712258,1.03353827823838,1.01734704560402,0.913245991114567,0.909346373751703,0.906726575250155,0.907806049932896,0.920861293946238,0.974729409385121,1.02501205756789,1.01591042593555,0.9873789191193,0.877142746433216,0.875543761646094,0.879482283203281,0.868723403215674,0.847784732967597,0.854263906971209,0.878025951775574,0.875491530705782,0.8571191374345,0.850464561381059,0.851848066415579,0.847288007475585,0.822634131748511,0.819317303599958,0.827056921450878,0.819604585031974,0.818704522843164,0.810355602782724,0.794211095964031,0.790274872047436,0.808555661967371,0.790982294187468,0.790155175495381,0.786539226999411,0.784140590160239,0.783671795425894,0.778556077617676,0.774452521730771,0.77477670821304,0.773958687684542,0.771729319746989,0.772761968312304,0.735206662927642,0.737413142273898,0.727082337157315,0.725835487140715,0.680014229860906,0.67839817779605,0.683181370309188,0.67938673465738,0.67973741242562,0.667785609503087,0.655627001829237,0.652513230863729,0.645697805107503,0.646485403619479,0.646561143543236,0.649748261276027,0.657733065237978,0.654908720704555,0.651588090361918,0.645487670847479,0.646683339540359,0.637561896688698,0.63914628217502,0.638469653185512,0.636595629545587,0.635010386011004,0.630977173271894,0.63145741698199,0.610953638738151,0.609314241457904,0.604937209420198,0.612285790129787,0.612358972601284,0.611803651866638,0.605349704937826,0.605079111082339,0.599202606256621,0.597809817071485,0.597801878408115,0.590876651850249,0.58988170894371,0.586915828372661,0.576390532992072,0.587112832869516,0.586402838179975,0.586409150802237,0.58602744676142,0.583324799408212,0.583996800117903
"2303",NA,NA,NA,NA,42.8080887337861,0.530209776681459,0.521944909769413,0.466165807894093,1.03943046452397,1.04349926751511,1.07818843019592,1.00034883803162,1.00602793964765,1.00976792228351,1.00713760400066,1.009584305358,0.908313355259227,0.926462160120421,0.919089290059057,0.999177811253611,1.05735796924051,1.06882680689942,1.02985076625764,0.946608136029205,0.951728998411562,0.93918680806713,0.971938350507613,0.970853475376628,0.980321909051778,0.980522751656669,0.989402061746785,0.973392963274619,1.05957745515347,1.08385679560448,0.960012270146024,1.0048759368583,1.00290584645447,1.00679555261837,0.95468717830688,0.95067760393001,0.955999291131604,0.8798082914813,0.879152422728763,0.872503122457774,0.875076893044411,0.877203035635438,0.876183878676689,0.855034164125024,0.854683299120842,0.847898494457047,0.846999645042266,0.84717843816496,0.847574885523771,0.82864554985837,0.827027237700173,0.843950674110924,0.843686345080025,0.843731589791618,0.82582045844691,0.823465409447198,0.823706631167271,0.825484217580692,0.809501424525991,0.809288291020398,0.806477173124132,0.805127419566857,0.804817301595646,0.809373068129292,0.810479804516698,0.812606443834735,0.811256860450082,0.796557566421575,0.794572510734339,0.782343416472941,0.774228745730916,0.77327438734995,0.767354838630213,0.754160537085096,0.755428887615576,0.757652933348054,0.763322336936983,0.763389786348052,0.761958493163365,0.764112544272107,0.764193114344815,0.765219559298122,0.743190877047203,0.744416208434696,0.73409292996859,0.73815462377354,0.738017981266246,0.738526683626024,0.739211830613688,0.739168000739034,0.739154451587876,0.738562459802639,0.738765628862621,0.732545602795733,0.734049132328658,0.732290678079426,0.732599243353067,0.734236762701437,0.721603914707964,0.737896535685723,0.735326811639398,0.737217677318641,0.729628068710047,0.733661274673357,0.729513304746328,0.730808776266056,0.719341354908477,0.717523854886469,0.72180759257774,0.716249316921982,0.717438283807328,0.717230822542265
